timestamp,imu_quaternion_x,imu_quaternion_y,imu_quaternion_z,imu_quaternion_w,imu_angular_velocity_x,imu_angular_velocity_y,imu_angular_velocity_z,imu_acceleration_x,imu_acceleration_y,imu_acceleration_z,kf_quaternion_x,kf_quaternion_y,kf_quaternion_z,kf_quaternion_w,kf_angular_velocity_x,kf_angular_velocity_y,kf_angular_velocity_z,kf_acceleration_x,kf_acceleration_y,kf_acceleration_z
1741764855605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741764856006,-0.0923934343056048,-0.04492731645808098,-0.0015860768328082946,-0.9947072302408241,0.09075712110370514,0.1361356816555577,-0.08552113334772216,-0.1,-0.1,0.4,-0.08406970148528004,-0.04087981047086647,-0.0014431870280507905,-0.8150038761650742,0.08258080388715512,0.12387120583073268,-0.07781652673981926,-0.09099099099099099,-0.09099099099099099,0.36396396396396397
1741764856061,0.09047036332136912,0.043597834248984633,0.005689822563176207,0.9949281220914892,-0.07679448708775051,0.20769418098732526,-0.029670597283903602,0.2,0,0.4,0.08231988013926379,0.03967010143376079,0.005177225935863034,0.9953850480291928,-0.0698760648275928,0.18898299351098963,-0.02699757050156994,0.18198198198198198,0,0.36396396396396397
1741764856061,0.09047036332136912,0.043597834248984633,0.005689822563176207,0.9949281220914892,-0.07679448708775051,0.20769418098732526,-0.029670597283903602,0.2,0,0.4,0.08231988013926379,0.03967010143376079,0.005177225935863034,0.9953850480291928,-0.0698760648275928,0.18898299351098963,-0.02699757050156994,0.18198198198198198,0,0.36396396396396397
1741764856189,0.08910433967373678,0.04042761794856878,0.018287186937975562,0.9950334683578272,-0.006981317007977318,0.19198621771937627,-0.0017453292519943296,0.1,-0.1,0.1,0.08107692168511184,0.03678549020545447,0.016639692619239022,0.9954809036409059,-0.006352369529781163,0.174690162068982,-0.0015880923824452906,0.09099099099099099,-0.09099099099099099,0.09099099099099099
1741764856189,0.08910433967373678,0.04042761794856878,0.018287186937975562,0.9950334683578272,-0.006981317007977318,0.19198621771937627,-0.0017453292519943296,0.1,-0.1,0.1,0.08107692168511184,0.03678549020545447,0.016639692619239022,0.9954809036409059,-0.006352369529781163,0.174690162068982,-0.0015880923824452906,0.09099099099099099,-0.09099099099099099,0.09099099099099099
1741764856255,0.08889811026039737,0.03923467254316127,0.024210001984487257,0.9949731867072963,0.0017453292519943296,0.13962634015954636,0.05235987755982989,0,0,0.2,0.08088927149819941,0.03570001735909269,0.02202892072462354,0.995426052769702,0.0015880923824452906,0.12704739059562326,0.04764277147335873,0,0,0.18198198198198198
1741764856295,0.08088927149819941,0.03570001735909269,0.02202892072462354,0.995426052769702,0.0017453292519943296,0.09599310885968813,0.10122909661567112,0.1,0,-0.1,0.07360194974160486,0.03248379957899424,0.02004433327195475,0.9958381200877469,0.0015880923824452906,0.087345081034491,0.09210935818182686,0.09099099099099099,0,-0.09099099099099099
1741764856295,0.08088927149819941,0.03570001735909269,0.02202892072462354,0.995426052769702,0.0017453292519943296,0.09599310885968813,0.10122909661567112,0.1,0,-0.1,0.07360194974160486,0.03248379957899424,0.02004433327195475,0.9958381200877469,0.0015880923824452906,0.087345081034491,0.09210935818182686,0.09099099099099099,0,-0.09099099099099099
1741764856376,0.09218989445541358,0.038910661917018245,0.02946087969119551,0.9945446396805425,-0.07504915783575618,0.15707963267948966,-0.010471975511965978,0.1,0.1,-0.30000000000000004,0.08388449855852946,0.035405196879449034,0.0268067463856824,0.9950361135831963,-0.0682879724451475,0.14292831442007617,-0.009528554294671745,0.09099099099099099,0.09099099099099099,-0.272972972972973
1741764856376,0.09218989445541358,0.038910661917018245,0.02946087969119551,0.9945446396805425,-0.07504915783575618,0.15707963267948966,-0.010471975511965978,0.1,0.1,-0.30000000000000004,0.08388449855852946,0.035405196879449034,0.0268067463856824,0.9950361135831963,-0.0682879724451475,0.14292831442007617,-0.009528554294671745,0.09099099099099099,0.09099099099099099,-0.272972972972973
1741764856536,0.0920753408760433,0.03678942722350249,0.03442694118667633,0.994476473008616,0.08726646259971647,0.04537856055185257,0.031415926535897934,-0.30000000000000004,0,0.5,0.08378026512144479,0.03347506441057433,0.031325414953642425,0.9949740880528848,0.07940461912226453,0.04129040194357756,0.028585662884015234,-0.272972972972973,0,0.4549549549549549
1741764856709,0.1290852138527217,0.03357301733554363,0.048598119859060256,0.9898727609232152,-0.3193952531149623,0.09773843811168245,0.8203047484373349,0.30000000000000004,-0.30000000000000004,0.2,0.11745591530743145,0.030548421179188347,0.04421991086274852,0.9907851248040066,-0.2906209059874882,0.08893317341693628,0.7464034197492867,0.272972972972973,-0.272972972972973,0.18198198198198198
1741764856825,0.1645360125080359,0.014652490171843195,0.04761024303418984,0.9851124148430701,-0.33161255787892263,0.057595865315812886,0.4328416544945937,0.5,-0.4,-0.5,0.14971294831812273,0.013332446012217681,0.04332103195002859,0.9864536387310818,-0.3017375526646052,0.052407048620694605,0.3938469108464321,0.4549549549549549,-0.36396396396396397,-0.4549549549549549
1741764856825,0.1645360125080359,0.014652490171843195,0.04761024303418984,0.9851124148430701,-0.33161255787892263,0.057595865315812886,0.4328416544945937,0.5,-0.4,-0.5,0.14971294831812273,0.013332446012217681,0.04332103195002859,0.9864536387310818,-0.3017375526646052,0.052407048620694605,0.3938469108464321,0.4549549549549549,-0.36396396396396397,-0.4549549549549549
1741764856925,0.17957977977554304,0.005651265646798756,0.04002318697158627,0.982912666719172,-0.1361356816555577,-0.26179938779914946,0.06283185307179587,0,0.1,-0.30000000000000004,0.16340142123720583,0.005142142615555624,0.03641749445162354,0.9844520661138412,-0.12387120583073268,-0.23821385736679362,0.05717132576803047,0,0.09099099099099099,-0.272972972972973
1741764856925,0.17957977977554304,0.005651265646798756,0.04002318697158627,0.982912666719172,-0.1361356816555577,-0.26179938779914946,0.06283185307179587,0,0.1,-0.30000000000000004,0.16340142123720583,0.005142142615555624,0.03641749445162354,0.9844520661138412,-0.12387120583073268,-0.23821385736679362,0.05717132576803047,0,0.09099099099099099,-0.272972972972973
1741764857005,0.18666861520933578,-0.0018535797817524988,0.029394342537033886,0.9819813465461741,-0.3368485456349057,-0.14137166941154072,0.5288347633542818,0.1,0.2,0.2,0.16985162284813435,-0.0016865906122252466,0.026746203569733534,0.9836046486591313,-0.3065018298119412,-0.12863548297806857,0.48119199188092304,0.09099099099099099,0.18198198198198198,0.18198198198198198
1741764857005,0.18666861520933578,-0.0018535797817524988,0.029394342537033886,0.9819813465461741,-0.3368485456349057,-0.14137166941154072,0.5288347633542818,0.1,0.2,0.2,0.16985162284813435,-0.0016865906122252466,0.026746203569733534,0.9836046486591313,-0.3065018298119412,-0.12863548297806857,0.48119199188092304,0.09099099099099099,0.18198198198198198,0.18198198198198198
1741764857058,0.20399841780353106,-0.011572918848964274,0.022925726833430547,0.9786343158361709,-0.32812189937493397,-0.10471975511965978,0.47822021504644635,0,-0.1,-0.7000000000000001,0.1856201819653751,-0.01053031354725578,0.02086034603762599,0.9805591522473267,-0.29856136789971466,-0.09528554294671746,0.4351373127900097,0,-0.09099099099099099,-0.636936936936937
1741764857058,0.20399841780353106,-0.011572918848964274,0.022925726833430547,0.9786343158361709,-0.32812189937493397,-0.10471975511965978,0.47822021504644635,0,-0.1,-0.7000000000000001,0.1856201819653751,-0.01053031354725578,0.02086034603762599,0.9805591522473267,-0.29856136789971466,-0.09528554294671746,0.4351373127900097,0,-0.09099099099099099,-0.636936936936937
1741764857109,0.2074647722943648,-0.015243643445092589,0.02041585216236563,0.9779106260655167,-0.2007128639793479,-0.19896753472735357,0.13962634015954636,-0.1,-0.2,0.4,0.18877425226784544,-0.013870342233822984,0.018576586201792148,0.979900659753308,-0.18263062398120844,-0.18104253159876313,0.12704739059562326,-0.09099099099099099,-0.18198198198198198,0.36396396396396397
1741764857147,0.2091602217650608,-0.016411000861790908,0.018482236134384662,0.9775689682213617,-0.3368485456349057,-0.2181661564992912,0.3263765701229397,-0.30000000000000004,0,0.4,0.19031695854298322,-0.014932532315683618,0.016817169815971627,0.9795897818951129,-0.3065018298119412,-0.19851154780566133,0.29697327551726943,-0.272972972972973,0,0.36396396396396397
1741764857147,0.2091602217650608,-0.016411000861790908,0.018482236134384662,0.9775689682213617,-0.3368485456349057,-0.2181661564992912,0.3263765701229397,-0.30000000000000004,0,0.4,0.19031695854298322,-0.014932532315683618,0.016817169815971627,0.9795897818951129,-0.3065018298119412,-0.19851154780566133,0.29697327551726943,-0.272972972972973,0,0.36396396396396397
1741764857222,0.22186257054117822,-0.026491249801303747,0.007694336914743102,0.9746876477396582,-0.15707963267948966,-0.11693705988362006,0.29670597283903605,-0.1,0,-0.1,0.2018749515735045,-0.02410465072010521,0.0070011534089103895,0.9769680398351845,-0.14292831442007617,-0.10640218962383446,0.26997570501569945,-0.09099099099099099,0,-0.09099099099099099
1741764857222,0.22186257054117822,-0.026491249801303747,0.007694336914743102,0.9746876477396582,-0.15707963267948966,-0.11693705988362006,0.29670597283903605,-0.1,0,-0.1,0.2018749515735045,-0.02410465072010521,0.0070011534089103895,0.9769680398351845,-0.14292831442007617,-0.10640218962383446,0.26997570501569945,-0.09099099099099099,0,-0.09099099099099099
